producttype;code;baseProduct;ean;"""><img src=x onerror=alert(1)>";desc;summary;thumbnail;fullsize;media;style;size;swatchcodes;swatchcolors;price;surchargetype;surchargevalue
parent;110839;;;Team 153 11/12;Features:<br /><br />+ Freestyle/All-Mountain<br />+ Sandwich/Twin Tip<br />+ Woodcore: Poplar/Beech<br />+ Biax Fibers on Top and Bottom<br />+ Extruded IS 4400 Base </p>;<p> The Team line stands for Ã„sthetikers standards of hight quality woodcore snowboards produced in the Alps! A 'fair trÃ„de' board featuring everything you need for a perfect day at your favourite spot. Your stoke is Ã„sthetiker's pleasure! Made in Austria.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/110839_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/110839_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/110839_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/110839_1.jpg;;;;;178.16;;
parent;100378;;;Machete 158 11/12;Features:<br /><br />+ Thin Con Construction<br />+ 85A SlimewallsÂ®<br />+ LowRizeâ„¢ Rocker<br />+ Carbon Array 3â„¢<br />+ Cleave Edgeâ„¢<br />+ Biaxial Glass<br />+ Fusion 4000 Baseâ„¢ </p>;<p> Rock out with your pop out! The award-winning Machete by Ride comes with Pop-RodsÂ® 1.0.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/100378_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/100378_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/100378_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/100378_1.jpg;;;;;275.36;;
parent;94374;;;Studio Pant;Features:<br /><br />+ Fully Taped Seams<br />+ Micro-Fleece Lined Seat and Knees<br />+ Cargo Pockets<br />+ Jacket-to-pant interface<br />+ Mesh lined inner thigh vents<br />+ Boot gaiters<br />+ Adjustable waistband<br />+ Micro fleece lined interior fly and waistband<br />+ Key clip<br />+ Ticket ring belt loop </p><p>100% Polyester</p>;<p> Constructed with pure on-snow functionality in mind, the Foundation Collection includes only the features needed to ride and nothing that's not. Engineered with MicroShieldâ„¢ fabrics, this collection brings versatility and value through timeless design. The Foursquare Studio Pant is the one you shouldn't miss out on for a fun day on your board.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94374_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94374_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94374_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94374_1.jpg;;;;;89.06;;
parent;99063;;;Mannual Bricks Insulated Jacket youth;Features:<br /><br />+ critically taped seams<br />+ adjustable snowskirt<br />+ youth evolution sleeve extension<br />+ weather guard raingutter hood brim<br />+ partially elasticized, adjustable cuffs<br />+ chin guard </p><p>100% Nylon</p>;<p> Actually various pieces of art look rather similar to the Mannual Bricks Insulated Jacket by 686. So you can not be surprised if people start looking at you approvingly, when you are wearing such a cool jacket.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99063_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99063_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99063_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99063_1.jpg;;;;;68.81;;
parent;104905;;;Kyrpton Rampage 11/12;Revolutionary Cabrio Design, 3 Piece Architecture for precise control with smooth flex. Ultra Plush 'Faux Fur' lined Trufit Custom innerboot is the steez. Inverted forefoot buckle doesn't break, or get in the way during grinds and transitions.<br /><br />Features:<br /><br />+ Cabrio Design: P.U. Shell/Cuffy<br />+ Kinetic Response Tongue - Medium Flex<br />+ Dynalink & Cable Closure<br />+ F-101 Alu Buckles, 3 Microadjustable, Inverted<br />+ Forward Lean Control<br />+ Forward Flex Control<br />+ Twin Canting<br />+ Dynamic Personalization<br />+ Full Length Anti-Shock Footbed </p>;<p> One of the most popular Freestyle boots in the world. The Krypton Rampage is a World Class performer developed specifically for all around the mountain versatility and performance.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104905_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104905_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104905_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104905_1.jpg;;;;;242.96;;
parent;21618;;;Base Brush Combi Nylon/Copper;;<p> An economical brush option of 1/2 nylon and 1/2 copper. </p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/21618_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/21618_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/21618_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/21618_1.jpg;;;;;12.92;;
parent;29867;;;Wayne Lynch 6.3;Wayne Lynch is one of the primary pioneers of the 70s shortboard revolution. This 'fun' range is a development from his performance range. Slighty wider with a touch more volume with slighty softer curves. But boy do they have power!! Tuflite contruction, Round Pin Tail </p><p></p><p><br />Information about shipping costs:</p><p>For the shipment of surfboards within the European Union we have to add 40 EUR shipping costs, outside the European Union 80 EUR have to be added.<br />The shipment will be done by DHL including transport incurance.<br />After ordering your surfboard, you will be contacted by our customer service concerning the shipping costs.;<p>For delivery-costs outside EU please contact our customerservice at: info@blue-tomato.at <br /><br />6,6 x 11 1/4 x 19 1/2 x 14 1/4 x 2 9/16</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29867_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29867_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29867_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29867_1.jpg;;;;;558.86;;
parent;115755;;;Ekeel 6.3 G/O Fish;Features:<br /><br />+ Experience: This board is incredibly fast and finds hidden pockets of speed on waves that elude your short board.<br />+ Ideal Wave Size: Novice to expert surfers in knee high to 2 feet overhead. </p><p></p><p><br />Information about shipping costs:</p><p>For the shipment of surfboards within the European Union we have to add 40 EUR shipping costs, outside the European Union 80 EUR have to be added.<br />The shipment will be done by DHL including transport incurance.<br />After ordering your surfboard, you will be contacted by our customer service concerning the shipping costs.</p><p></p>;<p> The new traditional fish design developed exclusively with Joe Curren. The Even Keel by Al Merrick comes standard with double foil wood keel fins and 6+6/4 layups that achieve ideal swing weight and momentum through turns. Joeâ€™s board of choice over 50% of the time at home or on the road.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/115755_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/115755_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/115755_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/115755_1.jpg;;;;;720.86;;
parent;103151;;;Transplant Flexfit Cap;;<p> A trendy Volcom Stone logo on the Transplant Flexfit cap. </p><p>98% Cotton 2% Spandex</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/103151_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/103151_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/103151_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/103151_1.jpg;;;;;24.26;;
parent;117210;;;Faded Droid Cap;;<p> The droid. Faded Cap let you never fade away. </p><p>97% Cotton 3% spandex</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117210_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117210_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117210_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117210_1.jpg;;;;;11.3;;
parent;117204;;;BT Contrast Cap;;<p> The Blue Tomato Contrast cap is the one piece missing in your wardrobe. </p><p>97% Cotton 3% spandex</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117204_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117204_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117204_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117204_1.jpg;;;;;11.3;;
parent;122811;;;Her Logo SS Women;Features:<br /><br />+ Pre-Washed Fabric<br />+ Screen Print on Front </p><p>100% Cotton</p>;<p> Simplicity is the key! The Burton Her Logo Women t-shirtis the best example.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122811_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122811_1.jpg;;;;;21.83;;
parent;122670;;;Enterprize Cap;;<p> You canÂ´t miss the big and aggressive logo print of the Enterprize cap from Fox and also it does not do things by halves. </p><p>72% cotton 25% polyester 3% Elastane</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122670_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122670_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122670_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122670_1.jpg;;;;;28.31;;
parent;122072;;;Element Flat Cap;;<p> Non-adjustable cap by Element. The Flat Cap is a casual and nice cap with an athletic flavour. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122072_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122072_1.jpg;;;;;24.26;;
parent;118894;;;Lola Tee SS Women;;<p> The Lola Tee by Billabong got an awesome front print. </p><p>50% Cotton, 50% Polyester</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118894_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118894_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118894_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118894_1.jpg;;;;;24.26;;
parent;117900;;;Ginga Cap;;<p> The Ginga Cap by Quiksilver won't only protect you from the sun, it's also super stylish! </p><p>70% Cotton 27% Polyester 3% Elasthane</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117900_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117900_1.jpg;;;;;28.31;;
parent;99277;;;Spaghetti SS Women;;<p> Comfy Volcom tee with a edgy logo print at front. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99277_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99277_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99277_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99277_1.jpg;;;;;24.26;;
parent;94791;;;Kompass Tee SS Women;;<p> The Kompass Tee is a Soft t-shirt with a big, biiig, BIG Zimtstern print. So that really everyone notices that you are a Zimtstern-fan. </p><p>100% Organic Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94791_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94791_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94791_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94791_1.jpg;;;;;20.21;;
parent;117205;;;BT Full Splatter Cap;;<p> The Blue Tomato Full Splatter Cap brings the missing style points. </p><p>97% cotton 3% spandex</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117205_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117205_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117205_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117205_1.jpg;;;;;11.3;;
parent;118893;;;I Love Tee SS Women;;<p> The I Love t-shirt by Billabong got an awesome I Love Billabong Print. </p><p>50% Cotton, 50% Polyester</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118893_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118893_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118893_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118893_1.jpg;;;;;24.26;;
parent;117896;;;Acid SS;;<p> The Acid t-shirt by Quiksilver got an unique look for you due to the washing. </p><p>100% Organic Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117896_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117896_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117896_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117896_1.jpg;;;;;28.31;;
parent;122059;;;Eat, Sleep, Dream SS F;;<p> Eat, sleep, dream! What more could you ask for? Follow your passion with the stylish Eat, Sleep, Dream T-shirt by Element! </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122059_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122059_1.jpg;;;;;28.31;;
parent;123759;;;Rollercoaster SS;;<p> Life is a rollercoaster! Especially with the Carhartt Rollercoaster T-Shirt. Featuring a graphic print by Playarea and a Carhartt sports label on the hem. </p><p>100% cotton single jersey</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/123759_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/123759_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/123759_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/123759_1.jpg;;;;;28.31;;
parent;103088;;;New Standard SS;;<p> Set a new standard with the trendy Standard tee by Volcom. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/103088_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/103088_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/103088_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/103088_1.jpg;;;;;20.21;;
parent;122321;;;Quad Tee SS;;<p> The Quad t-shirt by Billabong got a nice softhand front photoprint. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122321_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122321_1.jpg;;;;;24.26;;
parent;118313;;;Star SS;;<p> The Star Standard fit t-shirt with DC logo print. A definite winner. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/118313_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/118313_1.jpg;;;;;28.31;;
parent;96162;;;Crammed SS;;<p> Features:<br /><br />+ 100% Cotton<br />+ Screen Print on Front<br />+ Regular Fit </p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96162_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96162_1.jpg;;;;;24.26;;
parent;123922;;;Bike Bones SS Youth;;<p> The Bike Bones Youth t-shirt by Quiksilver is not just a regular t-shirt. It's the ultimate allrounder to make sure you always look amazing! </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/123922_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/123922_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/123922_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/123922_1.jpg;;;;;17.78;;
parent;98951;;;Mountain SS Basic Tee Logo youth;;<p> The Mountain Logo tee by Quiksilver is, as the name already implies the all time classic with a logo print on the chest. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98951_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98951_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98951_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98951_1.jpg;;;;;12.92;;
parent;74010;;;Torbacula Belt;;<p> Nice leather belt with cool lettering by Von Zipper. </p><p>100% Leather</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/74010_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/74010_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/74010_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/74010_1.jpg;;;;;17.78;;
parent;121832;;;Strybal Scoop Tee SS Women;;<p> The Strybal Scoop Tee is a super nice printed Volcom Tee. </p><p>100% Cotton</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/121832_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/121832_1.jpg;;;;;28.31;;
parent;122074;;;El Moro Hat;;<p> You will always look awesome and chic with the EL Moro Hat by Element, no matter what else you are wearing. </p><p>100% Cotton, 3% Spandex</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/122074_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/122074_1.jpg;;;;;36.41;;
parent;117911;;;Granda Belt;;<p> The Granda Belt by Quiksilver is an awesome leather belt that fits to every outfit. </p><p>100% Leather</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117911_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117911_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117911_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117911_1.jpg;;;;;40.46;;
parent;92905;;;Vintage 72 metallic grey/ yellow;Features:<br /><br />+ Nike Max OpticsÂ® for precise vision from every angle<br />+ Durable scratch and impact resistant lenses<br />+ 100% UVA and UVB protection </p>;<p> Take a look back through time as you look ahead through the lenses of the Nike Vintage '72 Sunglasses. Featuring an over-sized frame, you'll get an aviator inspired look with maximum protection from the sun.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/92905_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/92905_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/92905_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/92905_1.jpg;;;;;77.72;;
parent;116623;;;SUP 9.0 Bonga Perkins;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/116623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/116623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/116623_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/116623_1.jpg;;;;;485.96;;
regular;300044596;;364794161;Wax Toko S3 Hydro Carbon 120 g yellow;;A soft easy to use hydrocarbon wax for damp and wet snow conditions across the indicated temperature range. For training uses and for the care of stressed and worn coatings.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044596_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044596_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044596_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044596_1.jpg;;;;;42.44;;
regular;300044623;;651338417;Shades Anon Legion crystal & black grey;;Anon Legion Sunglasses in a plaid style.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044623_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300044623_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300044623_1.jpg;;;;;84.96;;
parent;M33477_B;;;Helmet Women TSG Lotus Graphic Designs wms;Features:<br /><br />- high density injected ABS shell<br />- Lightweight EPS impact Liner<br />;The Lotus from TSG! One for the Ladies.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M33477_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M33477_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M33477_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M33477_1.jpg;;;;;67.96;;
parent;M27160_B;;;Protector Dainese Waistcoat S7;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M27160_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M27160_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/M27160_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/M27160_1.jpg;;;;;126.61;;
regular;300310300;;542440755;Wallet Dakine Agent Leather Wallet brown;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300310300_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300310300_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300310300_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300310300_1.jpg;;;;;33.96;;
regular;300040462;;893541837;Shades Women Roxy Carla roxy black grey;Features:<br><br>+ suede an canvas upper with classic action stripe<br>+ double-stitch construction with contrast detail<br>+ die-cut EVA insert<br>;Classic Vans Old Skool in a black colourway.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300040462_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300040462_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300040462_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300040462_1.jpg;;;;;67.96;;
regular;300015407;;1033044592;Shades Von Zipper Fernstein gold moss gradient;;The signature Von Zipper eyepiece is the living example that it is your god given right to stand up and scream your individuality at the top of your lungs.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300015407_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300015407_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300015407_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300015407_1.jpg;;;;;76.46;;
regular;300005449;;627880620;Snowglasses adidas eyewear Yodai black matt orange mirror;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300005449_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300005449_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300005449_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300005449_1.jpg;;;;;135.96;;
regular;300046592;;1019425517;Shades Fox The Duncan polished black grey;;-- Featuring patented XYZ Optics for razor sharp clarity at every angle of vision plus the impact resistance and 100% UV filtering of pure Plutonite lenses. <br />-- Lightweight O Matter material <br />-- Metal Fox logo icon accent <br />-- Extended wrap;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300046592_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300046592_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300046592_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300046592_1.jpg;;;;;101.96;;
regular;29531;;989514105;Snowboard Ski Tool Toko Side Edge Angle Pro 88 Grad;;For fitting the files to the blade angle and to the Precision Base File Control.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29531_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29531_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29531_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29531_1.jpg;;;;;21.21;;
parent;96097;;;Studded Belt;;<p> Features:<br /><br />+ PU Leather Belt<br />+ Full Rivet Metal Studs<br />+ Solid Removable Burton Process Logo Buckle </p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/96097_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/96097_1.jpg;;;;;28.31;;
regular;300441142;;1022436212;Cap Blue Tomato BT Snow Trucker Cap black;;<p>Show your love for snow and Blue Tomato! With the BT Snow Trucker Cap with Mesh on the back and print on the front.</p>;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300441142_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300441142_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300441142_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300441142_1.jpg;;;;;8.46;;
regular;300022356;;632871132;Snowboard Ski Tool Toko Ergo Speed Top 88Â°/89Â°;;"Small handy tool for the preparing stages of the sidecute edges(88Â°;;/89Â°;).Rotatable file discs with a lock mechanism provide for a 100% usable file material.Ideal also for on the way.";https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300022356_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300022356_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300022356_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300022356_1.jpg;;;;;29.71;;
regular;45572;;886280602;Snowboard Ski Tool Toko Waxremover HC3 500ml;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/45572_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/45572_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/45572_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/45572_1.jpg;;;;;12.86;;
regular;300047513;;383203982;Shades Von Zipper Papa G white grey chrome;;Like a chunk of fudge on december 26th this super-sized piece of eye candy is the gift that keeps on giving into the New Year and doesn't melt in your hand or cause love handles.;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300047513_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300047513_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/300047513_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/300047513_1.jpg;;;;;67.96;;
regular;29533;;836246217;Snowboard Ski Tool Toko Ergo Multi Guide yellow;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29533_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29533_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/29533_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/29533_1.jpg;;;;;50.96;;
